sentiment,count,total_return,avg_return,median_return,win_rate,std_dev,sharpe_ratio,profit_factor
positive,10,-1.4221829841091493,-0.14221829841091493,-0.0019191331531058925,0.5,0.8460041129276779,-2.6685987247219436,0.6310554117017484
negative,5,-0.13951268631195157,-0.027902537262390316,-0.05532068654019329,0.4,0.9285100320280963,-0.47704282343239507,0.9255910392833653
