day_of_week,count,total_return,avg_return,win_rate
Tuesday,5,-0.9819107355820045,-0.1963821471164009,0.2
Wednesday,1,0.10620689655171339,0.10620689655171339,1.0
Monday,6,1.8643248501923488,0.31072080836539145,0.8333333333333334
Thursday,2,-0.930692671029062,-0.465346335514531,0.0
Friday,1,-1.6196240105540967,-1.6196240105540967,0.0
