day_of_week,count,total_return,avg_return,win_rate
Wednesday,1,-0.1182013307576755,-0.1182013307576755,0.0
Tuesday,3,0.11386115190252455,0.037953717300841516,0.3333333333333333
Friday,2,-0.4178392857142898,-0.2089196428571449,0.0
Monday,1,-0.370896484443054,-0.370896484443054,0.0
Thursday,1,-2.2381371841155184,-2.2381371841155184,0.0
