market_session,count,total_return,avg_return,win_rate
Midday,19,-6.355006448436293,-0.33447402360191014,0.15789473684210525
Afternoon,15,3.786211445162914,0.25241409634419426,0.5333333333333333
Morning,1,-0.29672665780891205,-0.29672665780891205,0.0
