sentiment,count,total_return,avg_return,median_return,win_rate,std_dev,sharpe_ratio,profit_factor
positive,2,-0.5141895693256999,-0.25709478466284996,-0.25709478466284996,0.5,2.0120849999270423,-2.028370164126073,0.7734028952586368
negative,2,2.3148254791770597,1.1574127395885299,1.1574127395885299,0.5,2.4472787362384434,7.507668565574102,2.7946247789996845
