day_of_week,count,total_return,avg_return,win_rate
Tuesday,8,7.557359979008617,0.9446699973760772,0.5
Wednesday,10,-5.920267830910251,-0.5920267830910251,0.3
Thursday,10,15.080953830824976,1.5080953830824977,0.4
Friday,5,-0.19125128957503068,-0.038250257915006136,0.6
Monday,1,0.029211645403987102,0.029211645403987102,1.0
