sentiment,count,total_return,avg_return,median_return,win_rate,std_dev,sharpe_ratio,profit_factor
positive,3,-0.7020166329267694,-0.23400554430892315,-0.2695779356456489,0.3333333333333333,0.4321572451857352,-8.59576669208395,0.3078003861733664
negative,9,-2.4930421685336546,-0.2770046853926283,-0.2,0.0,0.2140119893401811,-20.54704070948927,0.0
