sentiment,count,total_return,avg_return,median_return,win_rate,std_dev,sharpe_ratio,profit_factor
positive,10,-3.5713931365869938,-0.3571393136586994,0.07593537495495659,0.6,0.7866434455819293,-7.20709093289051,0.2867670510318986
negative,9,-0.31054494610772543,-0.03450499401196949,-0.01962338949455933,0.4444444444444444,1.0550387952239269,-0.5191750306740214,0.9143801591411425
