market_session,count,total_return,avg_return,win_rate
Midday,6,0.15032211398322523,0.02505368566387087,0.5
Afternoon,12,-4.182816513007973,-0.3485680427506644,0.5
Morning,1,0.1505563163300292,0.1505563163300292,1.0
