day_of_week,count,total_return,avg_return,win_rate
Monday,3,0.012049949352481326,0.004016649784160442,0.3333333333333333
Wednesday,4,-1.8222454689586383,-0.45556136723965956,0.5
Thursday,3,1.5661796361936509,0.522059878731217,1.0
Friday,5,-2.2435684113733485,-0.4487136822746697,0.4
Tuesday,4,-1.3943537879088652,-0.3485884469772163,0.5
