day_of_week,count,total_return,avg_return,win_rate
Monday,24,-6.395864320946814,-0.2664943467061172,0.20833333333333334
Tuesday,30,-5.008276628162843,-0.16694255427209476,0.26666666666666666
Wednesday,34,-5.865973290596756,-0.17252862619402223,0.35294117647058826
Thursday,29,-1.8030797569766197,-0.06217516403367654,0.3448275862068966
Friday,22,-2.0647374076144254,-0.09385170034611025,0.09090909090909091
