market_session,count,total_return,avg_return,win_rate
Afternoon,52,-13.827486546542001,-0.2659132028181154,0.3076923076923077
Midday,48,-4.879417092433918,-0.10165452275903997,0.1875
Morning,34,-2.2305465673215608,-0.06560431080357532,0.29411764705882354
After-Hours,5,-0.20048119799997577,-0.040096239599995157,0.4
