day_of_week,count,total_return,avg_return,win_rate
Friday,1,-0.8181578947368454,-0.8181578947368454,0.0
Wednesday,1,-0.7938374717832897,-0.7938374717832897,0.0
Thursday,4,1.1414967633219213,0.2853741908304803,0.5
