Ticker,Total Trades,Winning Trades,Losing Trades,Win Rate (%),Strategy Return (%),Average Return per Trade (%),Median Return (%),Return Std Dev (%),Sharpe Ratio,Max Drawdown (%),Drawdown Duration (trades),Profit Factor,Expected Return (%)
PFE,25,8,17,32.0,-4.29,-0.17,-0.2,0.68,-4.03,-5.89,8,0.49,-0.17
