day_of_week,count,total_return,avg_return,win_rate
Monday,10,0.9214253418015069,0.0921425341801507,0.5
Tuesday,11,-7.8235478872836675,-0.711231626116697,0.18181818181818182
Wednesday,9,-3.1507554299639224,-0.350083936662658,0.3333333333333333
Thursday,5,1.3717905765555511,0.2743581153111102,0.8
Friday,13,-4.009101102989848,-0.30839239253768064,0.15384615384615385
