market_session,count,total_return,avg_return,win_rate
Afternoon,36,-8.320657537422113,-0.23112937603950312,0.3888888888888889
Midday,11,-4.053821040794152,-0.36852918552674113,0.18181818181818182
After-Hours,1,-0.31570992366411615,-0.31570992366411615,0.0
