market_session,count,total_return,avg_return,win_rate
Afternoon,18,-5.291608849533793,-0.29397826941854405,0.3333333333333333
Midday,5,0.5897561176587313,0.11795122353174625,0.6
Morning,1,-0.4235524475524428,-0.4235524475524428,0.0
