market_session,count,total_return,avg_return,win_rate
Midday,76,-7.824889916360796,-0.10295907784685258,0.2894736842105263
Afternoon,76,-20.756429415212097,-0.2731109133580539,0.3815789473684211
Morning,75,-21.079696747061067,-0.28106262329414755,0.2
After-Hours,3,-0.8249344123433966,-0.27497813744779886,0.3333333333333333
