market_session,count,total_return,avg_return,win_rate
Afternoon,21,-8.705322421147645,-0.41453916291179266,0.23809523809523808
Midday,20,-23.22969161991552,-1.1614845809957761,0.2
Morning,3,-1.7266545382029257,-0.5755515127343086,0.0
