day_of_week,count,total_return,avg_return,win_rate
Tuesday,1,0.008408071748871676,0.008408071748871676,1.0
Friday,1,-0.3617813765182152,-0.3617813765182152,0.0
Wednesday,1,0.10090361445782942,0.10090361445782942,1.0
