sentiment,count,total_return,avg_return,median_return,win_rate,std_dev,sharpe_ratio,profit_factor
positive,2,-0.26087776206038576,-0.13043888103019288,-0.13043888103019288,0.5,0.2313424954880223,-8.950595257600623,0.27890770782323304
negative,1,0.008408071748871676,0.008408071748871676,0.008408071748871676,1.0,0.0,0.0,0.0
