day_of_week,count,total_return,avg_return,win_rate
Tuesday,19,-5.203781801976077,-0.273883252735583,0.3157894736842105
Thursday,5,-0.7638046383629998,-0.15276092767259997,0.2
Friday,12,-0.9526086125800591,-0.07938405104833826,0.4166666666666667
Wednesday,9,0.04104732472225525,0.004560813858028361,0.5555555555555556
Monday,2,-0.1110328762423829,-0.05551643812119145,0.5
