ticker,entry_time,entry_price,exit_time,exit_price,direction,sentiment,return_pct,trade_duration_min,exit_reason,market_session,day_of_week,pnl,transaction_fees,pnl_after_fees,return_pct_after_fees
BAC,2025-03-11 13:40:00,39.96,2025-03-11 14:40:00,40.02,long,positive,0.15015015015015584,60.0,max_holding_period,Midday,Tuesday,0.060000000000002274,0.07998000000000001,-0.019979999999997736,-0.0499999999999943
BAC,2025-03-11 15:18:00,39.88,2025-03-11 16:18:00,39.73,short,negative,0.3761283851554806,60.0,max_holding_period,Afternoon,Tuesday,0.15000000000000568,0.07961,0.07039000000000568,0.17650451354063607
BAC,2025-03-13 12:31:00,39.98,2025-03-13 13:32:00,40.04,short,negative,-0.15007503751876508,61.0,max_holding_period,Midday,Thursday,-0.060000000000002274,0.08002,-0.14002000000000225,-0.35022511255628386
BAC,2025-03-13 15:33:00,40.02,2025-03-13 16:33:00,39.73,short,negative,0.7246376811594358,60.0,max_holding_period,Afternoon,Thursday,0.29000000000000625,0.07975,0.21025000000000627,0.5253623188405953
BAC,2025-03-14 11:29:00,40.03,2025-03-14 12:35:00,40.05,short,negative,-0.04996252810391212,66.0,max_holding_period,Morning,Friday,-0.01999999999999602,0.08008,-0.10007999999999602,-0.250012490632016
BAC,2025-03-14 14:11:00,40.13,2025-03-14 15:11:00,40.48,short,negative,-0.8721654622476809,60.0,max_holding_period,Afternoon,Friday,-0.3499999999999943,0.08061,-0.43060999999999433,-1.0730376277099285
BAC,2025-03-18 10:23:00,41.56,2025-03-18 11:34:00,41.32,short,negative,0.5774783445620837,71.0,max_holding_period,Morning,Tuesday,0.240000000000002,0.08288000000000001,0.15712000000000198,0.37805582290664574
BAC,2025-03-18 11:48:00,41.4,2025-03-18 12:48:00,41.34,short,negative,0.1449275362318724,60.0,max_holding_period,Morning,Tuesday,0.05999999999999517,0.08274000000000001,-0.02274000000000484,-0.05492753623189575
BAC,2025-03-18 14:35:00,41.77,2025-03-18 15:35:00,41.63,short,negative,0.33516878142207457,60.0,max_holding_period,Afternoon,Tuesday,0.14000000000000057,0.0834,0.056600000000000567,0.13550395020349665
BAC,2025-03-18 15:46:00,41.555,2025-03-18 16:46:00,41.505,short,negative,0.12032246420406005,60.0,max_holding_period,Afternoon,Tuesday,0.04999999999999716,0.08306,-0.03306000000000284,-0.07955721333173589
BAC,2025-03-19 12:00:00,41.71,2025-03-19 13:00:00,41.78,short,negative,-0.16782546152001987,60.0,max_holding_period,Midday,Wednesday,-0.07000000000000028,0.08349000000000001,-0.1534900000000003,-0.3679932869815399
BAC,2025-03-19 14:17:00,41.56,2025-03-19 15:17:00,41.6163,long,positive,0.13546679499518824,60.0,max_holding_period,Afternoon,Wednesday,0.05630000000000024,0.08317630000000001,-0.02687629999999977,-0.06466867179980698
BAC,2025-03-19 15:30:00,41.66,2025-03-19 16:30:00,41.745,long,positive,0.20403264522323777,60.0,max_holding_period,Afternoon,Wednesday,0.08500000000000085,0.08340499999999999,0.0015950000000008596,0.003828612578014534
BAC,2025-03-21 11:46:00,42.31,2025-03-21 12:52:00,42.45,long,positive,0.33089104230678457,66.0,max_holding_period,Morning,Friday,0.14000000000000057,0.08476,0.055240000000000566,0.1305601512644778
BAC,2025-03-24 15:17:00,43.085,2025-03-24 16:17:00,42.98,short,negative,0.24370430544273874,60.0,max_holding_period,Afternoon,Monday,0.10500000000000398,0.086065,0.018935000000003976,0.04394800974818147
BAC,2025-03-26 15:14:00,43.66,2025-03-26 15:52:00,43.515,short,negative,0.3321117727897298,38.0,conflict_flip,Afternoon,Wednesday,0.14499999999999602,0.087175,0.05782499999999602,0.13244388456251951
