market_session,count,total_return,avg_return,win_rate
Midday,10,1.4561200757841641,0.1456120075784164,0.4
Afternoon,23,-7.75170098819929,-0.3370304777477952,0.391304347826087
Morning,14,-0.6945996920241385,-0.049614263716009896,0.35714285714285715
