sentiment,count,total_return,avg_return,median_return,win_rate,std_dev,sharpe_ratio,profit_factor
positive,15,-3.315129979861692,-0.2210086653241128,-0.06466867179980698,0.4,0.4340951231816986,-8.082108295786897,0.190057177604576
negative,32,-3.675050624577571,-0.1148453320180491,-0.12882800245836454,0.375,0.6910471718660358,-2.6381891146670267,0.6192817571336661
