day_of_week,count,total_return,avg_return,win_rate
Friday,2,-0.17025923190870218,-0.08512961595435109,0.5
Wednesday,1,-2.345437984297225,-2.345437984297225,0.0
Tuesday,3,0.973868941297051,0.3246229804323503,0.6666666666666666
