sentiment,count,total_return,avg_return,median_return,win_rate,std_dev,sharpe_ratio,profit_factor
positive,5,-0.8015488802639349,-0.16030977605278698,0.20551232166018107,0.6,1.1853612368645132,-2.1468888317457844,0.7054438957712585
negative,1,-0.7402793946449414,-0.7402793946449414,-0.7402793946449414,0.0,0.0,0.0,0.0
