ticker,entry_time,entry_price,exit_time,exit_price,direction,sentiment,return_pct,trade_duration_min,exit_reason,market_session,day_of_week,pnl,transaction_fees,pnl_after_fees,return_pct_after_fees
GOOGL,2025-03-03 13:03:00,171.94,2025-03-03 14:03:00,171.67,long,positive,-0.15703152262417716,60.0,max_holding_period,Midday,Monday,-0.27000000000001023,0.34360999999999997,-0.6136100000000102,-0.356874491101553
GOOGL,2025-03-04 13:02:00,167.06,2025-03-04 13:21:00,166.58,long,positive,-0.287321920268161,19.0,conflict_flip,Midday,Tuesday,-0.47999999999998977,0.33364000000000005,-0.8136399999999898,-0.48703459834789287
GOOGL,2025-03-04 13:23:00,166.58,2025-03-04 14:23:00,166.37,short,negative,0.12606555408813058,60.0,max_holding_period,Midday,Tuesday,0.21000000000000796,0.33295,-0.12294999999999207,-0.07380838035778128
GOOGL,2025-03-04 15:24:00,166.18,2025-03-04 16:24:00,166.47,short,negative,-0.17450956793837527,60.0,max_holding_period,Afternoon,Tuesday,-0.28999999999999204,0.33265,-0.622649999999992,-0.3746840775063136
GOOGL,2025-03-05 11:03:00,172.96,2025-03-05 12:03:00,172.57,long,positive,-0.2254856614246154,60.0,max_holding_period,Morning,Wednesday,-0.3900000000000148,0.34553,-0.7355300000000148,-0.42526017576319075
GOOGL,2025-03-05 14:21:00,171.48,2025-03-05 14:35:00,171.41,short,negative,0.04082108700722719,14.0,conflict_flip,Afternoon,Wednesday,0.06999999999999318,0.34289000000000003,-0.27289000000000685,-0.15913809190576558
GOOGL,2025-03-05 14:37:00,170.66,2025-03-05 15:37:00,169.769,long,positive,-0.5220907066682241,60.0,max_holding_period,Afternoon,Wednesday,-0.8909999999999911,0.340429,-1.231428999999991,-0.7215686159615559
GOOGL,2025-03-06 12:27:00,171.4,2025-03-06 13:27:00,171.65,long,positive,0.14585764294049008,60.0,max_holding_period,Midday,Thursday,0.25,0.34304999999999997,-0.09304999999999997,-0.05428821470245035
GOOGL,2025-03-06 14:13:00,171.15,2025-03-06 15:13:00,170.9503,short,negative,0.1166812737364926,60.0,max_holding_period,Afternoon,Thursday,0.1997000000000071,0.3421003,-0.14240029999999293,-0.08320204498977092
GOOGL,2025-03-07 13:02:00,172.55,2025-03-07 14:03:00,172.49,short,negative,0.0347725297015371,61.0,max_holding_period,Midday,Friday,0.060000000000002274,0.34504,-0.28503999999999774,-0.16519269776876136
GOOGL,2025-03-10 14:23:00,169.14,2025-03-10 15:23:00,166.34,short,negative,1.6554333688068956,60.0,max_holding_period,Afternoon,Monday,2.799999999999983,0.33548,2.464519999999983,1.4570888021757025
GOOGL,2025-03-10 15:57:00,164.17,2025-03-10 16:57:00,165.84,short,negative,-1.0172382286654176,60.0,max_holding_period,Afternoon,Monday,-1.670000000000016,0.33001,-2.000010000000016,-1.218255466894083
GOOGL,2025-03-11 11:40:00,166.3,2025-03-11 12:00:00,166.31,long,positive,0.006013229104023394,20.0,conflict_flip,Morning,Tuesday,0.009999999999990905,0.33261,-0.3226100000000091,-0.19399278412508064
GOOGL,2025-03-11 12:02:00,166.1,2025-03-11 13:02:00,166.48,short,negative,-0.22877784467188167,60.0,max_holding_period,Midday,Tuesday,-0.37999999999999545,0.33258,-0.7125799999999954,-0.4290066225165535
GOOGL,2025-03-11 13:05:00,166.53,2025-03-11 14:05:00,165.7,short,negative,0.4984086951300142,60.0,max_holding_period,Midday,Tuesday,0.8300000000000125,0.33223,0.4977700000000125,0.2989071038251442
GOOGL,2025-03-11 14:37:00,166.145,2025-03-11 15:37:00,164.03,short,negative,1.2729844413012785,60.0,max_holding_period,Afternoon,Tuesday,2.115000000000009,0.330175,1.784825000000009,1.0742574257425799
GOOGL,2025-03-12 13:02:00,166.06,2025-03-12 14:02:00,167.65,long,positive,0.9574852462965213,60.0,max_holding_period,Midday,Wednesday,1.5900000000000034,0.33371000000000006,1.2562900000000035,0.7565277610502248
GOOGL,2025-03-12 16:02:00,164.5,2025-03-12 17:02:00,165.59,long,positive,0.66261398176292,60.0,max_holding_period,After-Hours,Wednesday,1.0900000000000034,0.33009,0.7599100000000034,0.46195136778115703
GOOGL,2025-03-13 12:36:00,166.41,2025-03-13 12:40:00,166.17,short,negative,0.14422210203714267,4.0,conflict_flip,Midday,Thursday,0.2400000000000091,0.33258,-0.09257999999999089,-0.05563367586082016
GOOGL,2025-03-13 12:46:00,165.98,2025-03-13 13:46:00,166.22,long,positive,0.14459573442583992,60.0,max_holding_period,Midday,Thursday,0.2400000000000091,0.3322,-0.0921999999999909,-0.05554886130858591
GOOGL,2025-03-17 10:41:00,164.82,2025-03-17 11:03:00,164.71,short,negative,0.06673947336487394,22.0,conflict_flip,Morning,Monday,0.10999999999998522,0.32953,-0.21953000000001477,-0.13319378716176117
GOOGL,2025-03-17 11:03:00,164.71,2025-03-17 12:03:00,165.24,long,positive,0.3217776698439689,60.0,max_holding_period,Morning,Monday,0.5300000000000011,0.3299500000000001,0.20005000000000106,0.12145589217412486
