sentiment,count,total_return,avg_return,median_return,win_rate,std_dev,sharpe_ratio,profit_factor
positive,6,-2.3913808088773103,-0.3985634681462184,-0.17546901090266181,0.16666666666666666,0.6039088422006555,-10.47674494595267,0.03876675021025855
negative,7,-2.9109248752724466,-0.41584641075320666,-0.3172799568675019,0.14285714285714285,0.3868862573581795,-17.062785232506375,0.044119548221033
