market_session,count,total_return,avg_return,win_rate
Midday,10,-1.5839765194243944,-0.15839765194243943,0.2
Afternoon,13,-2.5077738046940268,-0.19290567728415592,0.46153846153846156
Morning,2,-0.3261213844994427,-0.16306069224972136,0.0
