day_of_week,count,total_return,avg_return,win_rate
Thursday,8,-1.1534502611854662,-0.14418128264818328,0.125
Monday,4,-0.07272252725224299,-0.018180631813060746,0.5
Wednesday,3,-1.7099191653542012,-0.5699730551180671,0.3333333333333333
Tuesday,7,0.3256275299205834,0.04651821856008335,0.5714285714285714
Friday,3,-1.807407284746537,-0.6024690949155124,0.0
