day_of_week,count,total_return,avg_return,win_rate
Tuesday,9,-0.7145365643845651,-0.07939295159828502,0.4444444444444444
Thursday,8,-1.4279232925266345,-0.17849041156582932,0.25
Monday,13,-4.08625440110546,-0.31432726162349695,0.38461538461538464
Wednesday,4,-2.8270424619122525,-0.7067606154780631,0.0
Friday,4,-0.8121499643787713,-0.20303749109469282,0.5
