day_of_week,count,total_return,avg_return,win_rate
Wednesday,2,-4.285100241546559,-2.1425501207732793,0.0
Thursday,1,-2.2874922539226152,-2.2874922539226152,0.0
Friday,1,-0.14653816275004192,-0.14653816275004192,0.0
