market_session,count,total_return,avg_return,win_rate
Afternoon,2,-3.523533826956325,-1.7617669134781626,0.0
Midday,1,-3.0490586685128487,-3.0490586685128487,0.0
Morning,1,-0.14653816275004192,-0.14653816275004192,0.0
