sentiment,count,total_return,avg_return,median_return,win_rate,std_dev,sharpe_ratio,profit_factor
positive,3,-6.5725924954691735,-2.190864165156391,-2.2874922539226152,0.0,0.7433081405800527,-46.78933073008112,0.0
negative,1,-0.14653816275004192,-0.14653816275004192,-0.14653816275004192,0.0,0.0,0.0,0.0
