Exit Reason,Count,Percentage,Total Return,Avg Return,Win Rate,Avg Duration (min)
max_holding_period,1,25.00%,-1.04%,-1.04%,0.00%,60.00
stop_loss,2,50.00%,-4.94%,-2.47%,0.00%,16.00
end_of_data,1,25.00%,0.05%,0.05%,100.00%,60.00

Direction,Count,Percentage,Total Return,Avg Return
long,3,75.00%,-5.98%,-1.99%
short,1,25.00%,0.05%,0.05%
