Ticker,Total Trades,Winning Trades,Losing Trades,Win Rate (%),Strategy Return (%),Average Return per Trade (%),Median Return (%),Return Std Dev (%),Sharpe Ratio,Max Drawdown (%),Drawdown Duration (trades),Profit Factor,Expected Return (%)
C,36,16,20,44.44,-4.57,-0.13,-0.06,0.63,-3.18,-5.56,27,0.59,-0.13
