market_session,count,total_return,avg_return,win_rate
Afternoon,20,-2.5243846238738556,-0.12621923119369277,0.5
Midday,13,-1.4586077761055836,-0.11220059816196797,0.38461538461538464
Morning,2,0.017536674649660244,0.008768337324830122,0.5
After-Hours,1,-0.6067471281081884,-0.6067471281081884,0.0
