market_session,count,total_return,avg_return,win_rate
Morning,46,-7.33600441637225,-0.15947835687765763,0.2608695652173913
Midday,43,-0.7676812707276164,-0.017853052807618987,0.4418604651162791
Afternoon,47,-18.95094024186979,-0.4032114945078679,0.425531914893617
After-Hours,7,-2.78843175301384,-0.3983473932876914,0.42857142857142855
