day_of_week,count,total_return,avg_return,win_rate
Tuesday,38,-4.9543502169681926,-0.13037763728863663,0.39473684210526316
Wednesday,34,-8.414583162986025,-0.24748774008782426,0.35294117647058826
Thursday,29,-10.118570223826229,-0.3489162146146975,0.3448275862068966
Friday,28,-1.5279503249546182,-0.054569654462664936,0.35714285714285715
Monday,14,-4.827603753248428,-0.34482883951774485,0.5
