market_session,count,total_return,avg_return,win_rate
Midday,22,-8.88766087117035,-0.40398458505319773,0.2727272727272727
Afternoon,27,-7.937409545314028,-0.293978131307927,0.25925925925925924
Morning,11,-3.4587173156032387,-0.3144288468730217,0.2727272727272727
After-Hours,3,-0.06540096609052545,-0.02180032203017515,0.3333333333333333
