day_of_week,count,total_return,avg_return,win_rate
Tuesday,12,0.15360639882312843,0.012800533235260703,0.5
Wednesday,20,-4.8488044962454575,-0.24244022481227287,0.3
Monday,14,-9.444951535942863,-0.6746393954244903,0.14285714285714285
Thursday,9,-3.6558235881673706,-0.4062026209074856,0.2222222222222222
Friday,8,-2.5532154766455823,-0.3191519345806978,0.125
