market_session,count,total_return,avg_return,win_rate
Midday,4,-2.29051582947626,-0.572628957369065,0.5
Morning,2,-0.41144817168582193,-0.20572408584291096,0.0
Afternoon,1,-0.2602576450758454,-0.2602576450758454,0.0
