sentiment,count,total_return,avg_return,median_return,win_rate,std_dev,sharpe_ratio,profit_factor
positive,2,-0.3157039924114732,-0.1578519962057366,-0.1578519962057366,0.5,0.2040410474291054,-12.280973789666499,0.12763177418235916
negative,5,-2.646517653826454,-0.5293035307652908,-0.2602576450758454,0.2,1.0122981915348583,-8.300353722948417,0.17279128122670243
