sentiment,count,total_return,avg_return,median_return,win_rate,std_dev,sharpe_ratio,profit_factor
positive,1,-1.004094488188978,-1.004094488188978,-1.004094488188978,0.0,0.0,0.0,0.0
negative,2,0.0004305924053931154,0.0002152962026965577,0.0002152962026965577,0.5,0.2878685361326391,0.011872507184095708,1.001496914846146
