market_session,count,total_return,avg_return,win_rate
Morning,1,-0.7899262727558607,-0.7899262727558607,0.0
Afternoon,4,-0.9786588968600498,-0.24466472421501245,0.5
Midday,4,-3.0774367575863524,-0.7693591893965881,0.5
