Exit Reason,Count,Percentage,Total Return,Avg Return,Win Rate,Avg Duration (min)
max_holding_period,24,88.89%,10.31%,0.43%,50.00%,61.83
stop_loss,1,3.70%,-2.48%,-2.48%,0.00%,1.00
conflict_flip,1,3.70%,-0.03%,-0.03%,0.00%,30.00
end_of_data,1,3.70%,0.00%,0.00%,0.00%,60.00

Direction,Count,Percentage,Total Return,Avg Return
long,15,55.56%,4.72%,0.31%
short,12,44.44%,3.07%,0.26%

Conflict Flip Analysis
Total Flips,1
Average Time to Flip (min),30.0
Percentage of Trades Flipped,3.70%
