sentiment,count,total_return,avg_return,median_return,win_rate,std_dev,sharpe_ratio,profit_factor
positive,2,-1.4718884120171674,-0.7359442060085837,-0.7359442060085837,0.0,0.5359442060085837,-21.798448339449884,0.0
negative,3,-2.916901876776402,-0.9723006255921339,-1.008150851581513,0.0,0.09633088918432511,-160.22683959578148,0.0
