market_session,count,total_return,avg_return,win_rate
After-Hours,1,-0.3783688182185597,-0.3783688182185597,0.0
Midday,6,0.012861537764555286,0.002143589627425881,0.3333333333333333
Afternoon,6,-0.6915674343713405,-0.11526123906189008,0.16666666666666666
Morning,2,0.1487533031231992,0.0743766515615996,1.0
