day_of_week,count,total_return,avg_return,win_rate
Friday,2,-0.3652962991345752,-0.1826481495672876,0.5
Monday,3,1.101098707695271,0.3670329025650903,0.6666666666666666
Tuesday,4,-0.8958609353222254,-0.22396523383055636,0.0
Thursday,5,-0.2910216016223584,-0.05820432032447168,0.4
Wednesday,1,-0.45724128331825775,-0.45724128331825775,0.0
