market_session,count,total_return,avg_return,win_rate
Midday,25,-0.13688700659514313,-0.005475480263805725,0.4
Afternoon,22,1.0682853991175285,0.048558427232614935,0.5454545454545454
Morning,7,0.6784207248199169,0.09691724640284527,0.42857142857142855
