sentiment,count,total_return,avg_return,median_return,win_rate,std_dev,sharpe_ratio,profit_factor
positive,1,-0.49955022488754985,-0.49955022488754985,-0.49955022488754985,0.0,0.0,0.0,0.0
negative,9,-0.4257377231573576,-0.04730419146192862,-0.2711695698542466,0.3333333333333333,0.685084701230957,-1.0961137478712042,0.8422441169481709
