day_of_week,count,total_return,avg_return,win_rate
Monday,3,0.8128581625839166,0.27095272086130556,0.6666666666666666
Tuesday,8,-2.502086129179654,-0.31276076614745674,0.375
Thursday,8,-0.8257936876444261,-0.10322421095555326,0.125
Wednesday,14,-1.8178372360254351,-0.12984551685895965,0.5
Friday,3,0.5297441385054565,0.17658137950181885,0.6666666666666666
