market_session,count,total_return,avg_return,win_rate
Morning,9,-1.9185035269782222,-0.2131670585531358,0.1111111111111111
Midday,11,-1.0156849421970269,-0.09233499474518427,0.45454545454545453
Afternoon,16,-0.8689262825848925,-0.05430789266155578,0.5625
