sentiment,count,total_return,avg_return,median_return,win_rate,std_dev,sharpe_ratio,profit_factor
positive,8,1.2447401072216049,0.1555925134027006,0.00021280346246177473,0.5,0.8137533522059646,3.035261939341325,1.5402150695227355
negative,6,1.750097274985325,0.2916828791642208,0.4453621509745168,0.6666666666666666,1.6816892665599055,2.753375580052826,1.4914538165861149
