day_of_week,count,total_return,avg_return,win_rate
Thursday,2,0.9476537619991818,0.4738268809995909,1.0
Tuesday,3,5.877484890676964,1.9591616302256547,1.0
Monday,6,-0.6956110960986913,-0.11593518268311521,0.5
Friday,3,-3.134690174370525,-1.044896724790175,0.0
