sentiment,count,total_return,avg_return,median_return,win_rate,std_dev,sharpe_ratio,profit_factor
positive,2,0.2663530688888729,0.13317653444443645,0.13317653444443645,0.5,0.5589179900512483,3.7825083130041866,1.6256216428565506
negative,2,0.5801650570129733,0.29008252850648664,0.29008252850648664,0.5,0.39034520966590747,11.797038279575952,6.786450654461279
