sentiment,count,total_return,avg_return,median_return,win_rate,std_dev,sharpe_ratio,profit_factor
positive,7,2.520238725009722,0.36003410357281745,0.6306602209944725,0.7142857142857143,0.7709952564008704,7.412969356017462,2.7374460952436657
negative,3,-2.832266124818415,-0.944088708272805,-0.30174644243208226,0.0,1.0280746441231543,-14.577680435671745,0.0
