sentiment,count,total_return,avg_return,median_return,win_rate,std_dev,sharpe_ratio,profit_factor
positive,10,-5.359824192860638,-0.5359824192860638,-0.2697401027092889,0.3,0.7928458185508004,-10.731540650304737,0.10266644768921362
negative,8,2.8667151442815775,0.3583393930351972,0.00216426382663263,0.5,0.616974094400815,9.219935756132879,5.872904171609603
