day_of_week,count,total_return,avg_return,win_rate
Wednesday,4,-1.467921477465179,-0.36698036936629475,0.0
Friday,5,-1.796746765218299,-0.3593493530436598,0.4
Monday,2,0.9175567344857787,0.45877836724288934,1.0
Tuesday,7,-0.1459975403813606,-0.02085679148305151,0.42857142857142855
