day_of_week,count,total_return,avg_return,win_rate
Monday,15,-3.4991111361288065,-0.23327407574192044,0.5333333333333333
Wednesday,9,-5.375008578688653,-0.5972231754098503,0.3333333333333333
Tuesday,7,-4.592866443068434,-0.6561237775812049,0.0
Friday,10,-8.225202285636682,-0.8225202285636681,0.2
Thursday,3,-0.3370783816500458,-0.11235946055001526,0.3333333333333333
