market_session,count,total_return,avg_return,win_rate
Afternoon,27,-15.78553767364,-0.5846495434681481,0.2222222222222222
Morning,4,-1.883612576149584,-0.470903144037396,0.75
Midday,13,-4.360116575383037,-0.33539358272177205,0.38461538461538464
