day_of_week,count,total_return,avg_return,win_rate
Tuesday,3,-0.15374524478646148,-0.05124841492882049,0.3333333333333333
Wednesday,3,-3.256146563640822,-1.0853821878802739,0.6666666666666666
Thursday,1,-0.6604872881355808,-0.6604872881355808,0.0
Friday,1,-0.19457212713936928,-0.19457212713936928,0.0
