day_of_week,count,total_return,avg_return,win_rate
Monday,14,-4.710517842018941,-0.3364655601442101,0.21428571428571427
Tuesday,13,-2.7739431927470655,-0.2133802455959281,0.3076923076923077
Wednesday,13,-5.680092703963828,-0.43693020799721755,0.23076923076923078
Thursday,10,-4.234566634984811,-0.42345666349848105,0.1
Friday,15,-9.797752093701371,-0.6531834729134247,0.3333333333333333
